rating,review,name,address
2,"Rude Staff. Do not go to this restaurant if it is your first day in Boston. We just came to Boston and have spent an hour in Common Park after which we decided to look for a restaurant. So we found this Toscano Restaurant, which I personally did not like at all. The place was nice, the atmosphere was OK, staff was rude, and would be better if this place would be self service restaurant.",Toscano Restaurant,"47 Charles St Boston, MA 02114"
4,"Had dinner here on a Sunday night. Made the reservation through Opentable. Made several changes and they were pleasant each time, even when we showed up sans one guest. Â Place was packed. I ordered a cocktail.The place was loud but the lighting was gorgeous and flattering. I started with a half order of a Caprese salad which had burrata. The burrata was amazing! I'd get this again and I think the half order was enough- two thick slices of tomato, a small ball of burrata, fresh basil and a light dressing of EVOO. I then had a half order of the asparagus special. Three spears was an appropriate amount for me. Another great choice! The asparagus were perfectly cooked, they also gave me a poached egg hiding under the hard cheese slices. Wow and yummy!!!!! For my main I got a half order of the rigatoni. Cooked perfectly a dente! But it was a heavy dish. I finished with the white chocolate blueberry tart per the waiter's suggestion. Good call. The blueberries were big and sweet and ripe. Great meal but ambiance was too loud for good conversation. We all had trouble hearing each other.",Toscano Restaurant,"47 Charles St Boston, MA 02114"
4,"Decided to try this Italian place that was recommended by a friend while visiting Boston. The ambience was nice and reminded me of being in Italy. Our party had reservations on a weeknight (Monday) for 8PM. The place was packed and very loud. I'm glad we made reservations earlier in the day. The service started out slow. I felt like I was waiting for a while before our order was placed. When we finally ordered, the waiter was attentive to our needs and provided fresh baked bread. My brother ordered a beer and got the wrong one. The server was nice and replaced it for the right one. We ordered the cheese platter with truffle honey. The truffle honey was absolutely delicious! It was poured all over the cheese, the fresh pears, Â and apples. I ordered the gnocchi. It was one of the best handmade gnocchi dishes I've had. It was made with fresh tomato sauce, melted mozzarella cheese and basil. My husband ordered the T-Bone steak. According to my hubby, it was cooked as ordered and had a nice flavor, juicy and tender. My brother ordered the rigatoni with bolognese blanco. The pasta was al dente' and the sauce had a great meat flavor. All the dishes were cooked to satisfaction. If you are looking for authentic Italian food this is the place to go!",Toscano Restaurant,"47 Charles St Boston, MA 02114"
4,"What I ate: Foley smoked salmon, Sirloin tutte pepe, Lemon white chocolate tart ($25 lunch as part of dine out Boston). Also tried: Minestrone soup, Sausage Rigatoni, and TiramisuPros:- The portions are quite large, despite this being a restaurant week item, this place did not skimp out on their portions. - The lemon tart was my favourite because it didn't feel very heavy even after I ate all the appetizer and steak. The citrus was light and refreshing. - The steak wasn't the best I've tried but it was solid, the potatoes were not dry and it was nice having some of the brandy sauce to dip it in. - Location: very nice restaurant ambience in the most beautiful part of Boston ( Beacon Hill) near the Boston common. Cons:- The steak had a bit too much sauce that I was just tasting sauce and less steak. Maybe if the sauce was provided on the side for the customer to pour, it would be better.",Toscano Restaurant,"47 Charles St Boston, MA 02114"
5,This place is the real deal. Â I highly recommend the gnocci and the linguine vongole. Â Excellent service. Â Definitely make a reservation if you're going on a Friday or Saturday night.,Toscano Restaurant,"47 Charles St Boston, MA 02114"
5,"We just dined here for the first time today and I enjoyed it immensely. Our waiter Vinny and the rest of the wait staff were excellent, very attentive and pleasant. Our food was delicious. My only complaint is I left too full. We had the mixed seafood grill and the pork tenderloin and then got convinced to overindulge in some dessert and coffee. Time to walk it off!",Toscano Restaurant,"47 Charles St Boston, MA 02114"
5,It was one of those nights where we craved for desserts only so we decided to order the white chocolate blueberry tart fo to go since we live 5 mins from the bacon hill location. The hype is REAL!! Yes that blueberry tart is everything people say it is! order it and you wont regret pay $9 for it! The customer service over the phone was great and the guy that gave us our order when we got to the restaurant was also very delighting. I cant wait to start having casual date night at Toscano every now and then to try everything they have on their menu!,Toscano Restaurant,"47 Charles St Boston, MA 02114"
3,Came for lunch. Reasonable prices (I would describe as $$ rather than $$$.) We got the salsiccia (sausage) and the quattro formaggi bianco (four cheese) pizzas. The sausage pizza was pretty good but the four cheese pizza was quite bland.,Toscano Restaurant,"47 Charles St Boston, MA 02114"
4,"A good Italian restaurant in an elegant setting. Â The pasta looked, felt and tasted homemade. Â The menu offered a good amount of variety. Â A good choice for Beacon Hill near the Med Center.",Toscano Restaurant,"47 Charles St Boston, MA 02114"
5,"Came here for a quick bite to eat with some friends last week and had a wonderful experience. The food was great and the service was spectacular. We were seated right away without a reservation, which was a nice surprise. Will definitely be back!",Toscano Restaurant,"47 Charles St Boston, MA 02114"
5,"Wow, great food and service. I couldn't pick what pasta dish I wanted. I had the waiter pick for me, Amazing. My four year killed a dish of Rigatoni alla vodka.",Toscano Restaurant,"47 Charles St Boston, MA 02114"
4,"Toscano's is an Italian food gem outside of the North End.The first time I went, I had a school meeting there with a professor and 2 other students. We started off with 2 pizzas, the Margherita and the Speck. I only had the margherita and it was so delicious. I could tell the ingredients were quality and the crust was crispy, but not burnt. For our entrees, we each got a pasta dish. I went with the linguine pesto. Ever since that dish, I've been craving pesto. Their pesto is A+. Strong basil taste, hint of garlic and parmesan, and made with good quality olive oil. When I went back a second time (because I desperately wanted the pesto pasta again), 3 out of 4 of us got pasta dishes and the last person got pollo Toscano. We all cleaned our plates. Toscano is a delicious restaurant. The only downside is that the dishes are a bit pricer. But in my mind, they are worth it.",Toscano Restaurant,"47 Charles St Boston, MA 02114"
5,"One of my favorite restaurants in Boston. I always order their Rigatoni Toscano but sub spaghetti (not a fan of tube-y noodles lol). The sauce is a tomato cream sauce with double smoked bacon and ommmmmgggg it is foodgasmical. I also loveloveLOVE their habanero powder that you can ask for on the side. I know what you're thinking- habanero powder? Wut? But it goes so well with the creamy, smoky, tomato sauce, you just have to try it. My hubby ordered the chicken milanese and it was AWESOME. Literally love everything about this restaurant. The only downer is that it books up so fast!! Def get a reservation!",Toscano Restaurant,"47 Charles St Boston, MA 02114"
5,"Fantastic food and really nice ambiance. Â Lots of dark wood and leather, classy and intimate but not overly ornate. Â Very cozy little restaurant.My pasta dish was out of this world. Â I got the tagliatelle granchio that contained jumbo lump crab meat and fresh tomato. Â Everything worked amazing, flavors were spectacular. Â Pasta was cooked perfectly. Â Don't even know what else to say - fantastic, one of the best pasta dishes I've ever had no lie. Â My date got the rigatoni toscano with bacon and tomato cream. Â I had a few bites (she couldn't finish lol) and it was also amazing. Â The cheese and cream worked together so well. Â Great texture on the pasta too. Â I should also add there were generous portions on both dishes.Service on point all night. Â Wine was good. Â Prices were perfectly reasonable. Â Honestly nothing else I could ask for. Â Would come back without a doubt.",Toscano Restaurant,"47 Charles St Boston, MA 02114"
4,The quality was meh for the price. I've had better for cheaper. What I will say is that the staff is really great. I was wishing my friend a happy bday and they overheard and brought a free delicious tiramisu.,Toscano Restaurant,"47 Charles St Boston, MA 02114"
5,Absolutely delicious. Best meal we had in Boston. I highly recommend the Beef Carpaccio and Filet entree. Charming neighborhood and nice atmosphere.,Toscano Restaurant,"47 Charles St Boston, MA 02114"
4,"Great Italian spot. Was in Boston for a 2 day work trip; barkeep at The Sevens recommended Toscano. Seems great for dates and small groups. Had their osso bucco with mushroom risotto: winning! Tasty Old Fashioned too. Plan ahead with reservations: Was there on a Monday night and the wait was 2 hrs, including bar seating. I lucked out and was seated next to the bar register (cancelled/no show reservation I guess.) Friendly staff and classy atmosphere.",Toscano Restaurant,"47 Charles St Boston, MA 02114"
5,"One of the best Italian meals we've ever had. Our first choice that night had a long wait so we came across the street and gave Toscano a try. I'm glad our first option wasn't available because this was the best meal of the trip.Tables were all reserved, but the bar was available so we sat at the bar where the full menu was available. The bartender took good care of us and we had an enjoyable evening.We started with the Caprese which was delicious. The Burrata was creamy and delicious. The tomatoes and basil were fresh. We also ordered Bruschetta which featured the same ingredients and was delicious with a nice crispy bread.My main entrÃ©e was the Ortolano Risotto. The risotto and vegetables were perfectly prepared. The dish had a great flavor and the perfect amount of seasoning. I enjoyed this dish very much. Of course as usual my husband picked the stand out entrÃ©e. That was the Pappardelle Bolognese Bianco. My husband and I agreed that this was probably the best Bolognese that either of us has had before. It was meaty and delicious. The pasta was nicely prepared as well.For dessert we shared a White Chocolate Blueberry Tart. The tart was buttery and flaky. The white chocolate filling was a nice flavor with the fresh blueberries.I'd definitely recommend this spot if you find yourself in the area and you are looking for great Italian food.",Toscano Restaurant,"47 Charles St Boston, MA 02114"
5,"Found this place on Yelp while visiting Boston. I got the lobster trio and my friend got the lobster roll. The crab and lobster rolls were the best! Shrimp was ok.What I love about the way they do their rolls here is that the bread is toasted and buttery, and their seafood is NOT dunked in mayo. I found that a lot of lobster rolls around Boston had a ton of mayo on them and it just tasted like mayo. Yuck. These were fresh tasting, with the seasoning just right, and the perfect size for sampling all 3 flavors.They forgot about my friend's order so hers took a while to come, but they offered her a free drink to apologize. Love it! Would definitely return on another trip to Boston.",Luke's Lobster Downtown Crossing,"290 Washington St Boston, MA 02108"
3,"Can't be summer in New England without eating that lobsatah roll. I was feeling it, Â craving it and so I had to have it. After my workout, I headed to Luke's to get my fix. This Luke's location is small so it was packed when I got there. However, I was able to find a seat and ate my food without having to stand. YEAH!The menu is simple and not extensive, which is good and Â had your basic lobster, crab, and shrimp rolls and the few usual suspects of clam chowder and lobster chowder. I ordered the most basic things, the lobster and crab roll with as small clam chowder.The verdict; the lobster and crab rolls tasted good because they were subtly dressed and was kept as pure as possible on its perfectly toasted rolls. The clam chowder was salty for my taste and was more on the watery side. Overall, I wasn't floored and wasn't terribly disappointed. My only rant is it was $40 for those three items and I felt it was expensive. Would I come back, maybe. Definitely come here at least once and give this place a chance.",Luke's Lobster Downtown Crossing,"290 Washington St Boston, MA 02108"
4,"An hour in after arriving at Boston's Logan airport, we were craving Lobster and drove straight to Luke's Lobster. I've been to the one in Vegas and found them to be quite delicious so I was really looking forward to this reunion.They're located in downtown Boston's Financial District. We found parking to be a bit of challenge and expensive, similar to LA. Most of parking garages were charging $20, but we were fortunate to find one for $10 and only a few blocks away. Place is really small with probably enough room for about 10-15 people. Most usually order to go.We ordered the lobster roll and small cup of clam chowder. The rolls were served on a buttered, toasted roll, with lemon butter, very little mayo, and seasoning. Aside from the fact these rolls was small and expensive ($18), they put decent amount of lobster. No fillers, just good size chunks of lobster. Getting your seafood locally sourced definitely makes a difference. The flavor and freshness was fantastic. I like that they only put a little mayo, so less calories and doesn't mask flavor of lobster. Surprising, the clam chowder ($6) was good too. Just as good as the first time. The staff here were kind and friendly. The only thing I wish for, is they open one in LA. I know I will be craving them in the near future.",Luke's Lobster Downtown Crossing,"290 Washington St Boston, MA 02108"
5,"I'm not a big seafood person but a good lobster roll is hard to pass up. I first tried Luke's Lobster in NYC, then Boston and then saw it in Tokyo of all places!Here's the thing- 300 calories for a lobster roll? Â It's filling and won't leave you feeling guilty. The lobster itself is sourced from a few of Luke's purveyors clearly marked and updated on the bird in the store. Maine is usually a good bet for fresh, tasty lobster. Though Halifax is hard to beat too!Want to forget about the diet? Â Opt for the lobster Mac n Cheese. Comfort food at its best!",Luke's Lobster Downtown Crossing,"290 Washington St Boston, MA 02108"
5,"So worth the walk on a hot summer day ... best lobster roll I've eaten ... quick service and friendly !! Will be back and when in Boston, don't miss out !!",Luke's Lobster Downtown Crossing,"290 Washington St Boston, MA 02108"
3,Small place with a few tables but good for takeout. Â Came here for a quick lunch on a Saturday. Â  Got a lobster roll and a lobster bisque. Â Both were pretty tasty and the bisque had a lot of lobster in it. Â That and a couple of cookies set me back $31 so it's not cheap but about on par for what you'd pay for a lobster roll. Â  I'd go back.,Luke's Lobster Downtown Crossing,"290 Washington St Boston, MA 02108"
5,"Yes. Â Lobster roll. Â Yes.This place was the winner for my search for a nearby lobster roll in the financial district. Â Got a lobster roll and a clam chowder and I was not disappointed. The Lobster roll was stuffed and the lobster was tasty fresh.The folks are nice and helpful and you can order to go. Â It's not a sit down restaurant, you order at the counter. Â So, if you need something fast and need to get back to work, this is the place!",Luke's Lobster Downtown Crossing,"290 Washington St Boston, MA 02108"
4,"For quick eats, Luke's is a little expensive. But it's expensive because it's lobster and there's a good bunch of it. It's not fancy, for sure. And it's a small place.But with all of that said, it's a quality lobster roll. They don't have fries, but they do have a nice tangy cole slaw.This isn't a date place, but it's a nice dinner if you're looking for an inexpensive lobster roll.",Luke's Lobster Downtown Crossing,"290 Washington St Boston, MA 02108"
5,"Disclaimer: I am not an East Coaster. But I know fresh seafood when I taste it! I already had Luke's Lobster pinned on my map because it was right next to our hotel. As soon as we successfully checked into hotel and put our things in our room, I dragged my boyfriend downstairs, determined to have a lobster roll as my first meal in Boston. We made it 10 minutes before closing time! Cashier was super friendly and said we could take our time eating. We both opted for the LUKE'S TRIO sampler of the 3 half sandwiches. Got our sandwiches rather quickly and we are ready to enjoy! Bread was toasted nicely and all the seafood had a light, creamy dressing. I appreciated that things weren't drenched in mayo. With every bite I could taste the ocean (in a good way!). All the seafood was so fresh and sweet and melted like butter in my mouth. I liked both the lobster and crab rolls equally, with the shrimp coming in second. I know this originated in NY, but I was still very happy to have Luke's as my first Boston meal.",Luke's Lobster Downtown Crossing,"290 Washington St Boston, MA 02108"
3,Customer service SEVERELY lacking. Â This quick bite wasn't. Â Multiple people waiting for orders while others get their orders in Â under 5 minutes. The first of our party ordered at 1338. Â The whole table didnt get food until 1400. Â The 3rd person to order got food first which was the exact order the 1st person ordered. After a while someone did come and ask if we got our food yet. There are 4 tables and 4 bar stools. Â  May have to eat outside during busy times. We thought the lobster tools at back deck were better. The lobster bisque was good. The lobster mac and cheese was just ok. Â Lobster flavor but not a lot of lobster.,Luke's Lobster Downtown Crossing,"290 Washington St Boston, MA 02108"
3,"Portions are too small on the lobster Mac and cheese! Skimped out on the Mac and lobster smh lol not worth 16 dollars! *Update* The general manager commented, I wanted to reply but I couldn't reply. It's app not an entree!I came back to the store and he made it write! Down to earth pretty lay back!",Luke's Lobster Downtown Crossing,"290 Washington St Boston, MA 02108"
3,"Keep on walking by this place is rip off central. Made mistake of ordering Luke's sampler. 3 slider bun size rolls of crab, shrimp, and lobster rolls. Literally 2 bites each all for $20.00. They were ok, not the best Boston offers. Also tried Lobster Corn Chowder which was good. Free water which was nice. Teeny Tiny Portions. Know before you go.",Luke's Lobster Downtown Crossing,"290 Washington St Boston, MA 02108"
4,"I used the Luke's Lobster app for takeout and it was very efficient and fast 5/5 stars. I got the regular lobster roll and half size crab roll. This was my first time here, but I've gotten some at other places. I thought they were really tasty 5/5 stars. But the size was small as you can see, the size is why it's 4 stars stead of 5 overall. If it was small but loaded with meat, it would've gotten 5/5 stars. Overall, I'll be back!",Luke's Lobster Downtown Crossing,"290 Washington St Boston, MA 02108"
5,"Love this place. Their lobster rolls are awesome!!!! Reasonable price, got a big portion of lobster meat in the roll.",Luke's Lobster Downtown Crossing,"290 Washington St Boston, MA 02108"
4,"Got takeout from Luke's Lobster downtown and it was pretty good. A half lobster tail runs about $5, and the lobster rolls are $18. If you're wondering about the size, it's the size of a slice of bread. But they are very good, I thought. I haven't tried every lobster roll in town, but for reference I think they are better than Neptune's but smaller. Great for takeout!",Luke's Lobster Downtown Crossing,"290 Washington St Boston, MA 02108"
5,"The food: Tried the lobster roll for $17. Price is comparable to all other places selling lobster rolls. The bread was buttery and crispy, perfectly toasted. They give a decent amount of lobster and the lobster quality is fantastic. None of that yucky rubbery crap. This lobster tastes like the king of the sea and is juicy! Help yourself to tap water in the fridge. The space: There's minimal seating inside. I think only 3 tables of 4 and about 5 stools at the counter along the wall. We were lucky enough to snag a table but I assume most customers just take their food to go. Service: Incredible!! There was a bit of of communication between us and the cashier. We only wanted to order one clam chowder but ended up being charged for two. He refunded us for the second clam chowder and let us keep it. I wish I could remember his name because that was super sweet of him.",Luke's Lobster Downtown Crossing,"290 Washington St Boston, MA 02108"
5,"This was my 2nd lobster roll experience in Boston. I tried the three sample roll dish that came with North Atlantic shrimp, lobster and Jonah crab rolls. The rolls are 1/2 the size of your normal roll. They're pretty tiny but are mighty delicious. I thought this lobster roll was a little tastier than the one I had at Boston Chowda in Quincy Market (though that one wasn't bad!). This shop has interior dining options and no outside dining option. They have barstool seating and some small 2-4 person tables inside. The food was served fast. I loved how crispy the roll was and how fresh the seafood tasted. The lobster had a bit of bay seasoning on top (advertised as their secret seasoning but tasted bay seasoning-like). It also has butter, lemon and mayo. Â They also cater events! I was surprised that the trio was only 470 calories. They also sell salads, soups, fun non-alcoholic drinks, slaw and chips.",Luke's Lobster Downtown Crossing,"290 Washington St Boston, MA 02108"
4,"Lobsters mate for life and Luke's will forever be my one and only when I'm in town. My first taste of the Maine roll was at Luke's, a small, trendy restaurant with beach town vibes (wood, buoys, hung pictures of the water). I ordered the classic lobster roll ($18) at the counter and grabbed a seat. They pride themselves in serving up sustainable seafood - there's even a chalkboard sign display of where your food is coming from.It came in a small cardboard holder and the it was love at first bite. I'm accustomed to lobster rolls that are drenched in mayo and don't have very much lobster in it, but $18 was well worth the amount of lightly-dressed lobster I got in my warm, buttered New England bun (no ""crust"" on the outside and buttered on both sides). The lobster was cold and fresh, not fishy. I scarfed it down quickly and it was a sad day when it was over. Love you forever, Luke's.",Luke's Lobster Downtown Crossing,"290 Washington St Boston, MA 02108"
2,"The food was amazing and loved the service and atmosphere.... my only complaint is that the 6"" lobster roll is actually about 4"" and at $18 it is a very high end appetizer... portions are Very VERY small.On a side note if you have $80 you can get a full tummy if you buy about 4 little rolls lol",Luke's Lobster Downtown Crossing,"290 Washington St Boston, MA 02108"
4,"Luke's Trio allows you to try Lobster Roll, Crab Roll, and Shrimp Roll. Â They are sprinkled with their special seasoning. Â Friend likes it a lot. They have tap water in the fridge if you don't want to pay for bottled water. Location has about 4 tables. Â Cute interior design. Â Fresh flowers at tables. Â Friendly service.",Luke's Lobster Downtown Crossing,"290 Washington St Boston, MA 02108"
4,"Elegant little place in the heart of theatre district. I made reservations in advance and were quickly seated as we entered. The place feels cozy and intimate and has gorgeous decor. We started off my dinner with Chianti which was wonderful. They also bring out fresh bread with hummus, which is alright. For the starters we got the mussels. Absolutely delicious! Highly highly recommended!! The soup part of it is the star of the show! Cooked in white wine with hint of roasted tomato is purely heaven. Just get the dish already!For our main we got the gnocchi and spinach ravioli. I loved the ravioli more. Very appetizing, very creamy and rich. every bite would just melt in your mouth. Since I was celebrating my husbands b'day, I had requested over the call, a dessert to be brought in the end. We got the semifreddo and we literally licked the last bit of it. The severs were extremely attentive and knowledgeable. They even gave a hand written note along with the cake. I loved my experience here.",Teatro,"177 Tremont St Boston, MA 02111"
4,"Went for a nice dinner before a show on a weekend trip in Boston. We made a reservation online and were seated right at that time. Although the tables are a bit close to one another, the atmosphere was nice, with a tall ceiling, lively chatter, and nice decor.I got scallops and a sangria and my friend got gnocchi and wine. The food came out astonishingly fast--for reference, we were in and out in an hour flat, which was impressive. The scallops were nice, although one was extremely fatty and inedible. They came with mushrooms and carrots and a glaze, and the dish was light and enjoyable. The gnocchi were quite good as well. My sangria was extremely strong--I believe they add some type of liquor in it as well as wine.Service was buttoned up--our waiter was efficient and courteous--no more or no less. The meal cost $100 for both of us including the tip, which was pricy but not awful. Not a bad spot for a nice dinner before a show.",Teatro,"177 Tremont St Boston, MA 02111"
3,The food was excellent.The atmosphere and service was not great. The overall atmosphere felt tacky and unpolished.,Teatro,"177 Tremont St Boston, MA 02111"
4,Great atmosphere. Everyone in my party was very happy with their meal. I am on a strict medical diet currently and was so pleased that they offered gluten free spaghetti and penne and that they had Cacio e Pepe. Such a treat for me. It would have been nice if they also offered a gluten free pizza crust. One can wish. I never cared about this until recently and now I realize what a rarity it is to find it.,Teatro,"177 Tremont St Boston, MA 02111"
5,"Highly recommend the prosciutto with melon, Â tortellino, Lamb Marsala, and panna cotta! Best dinner of the trip. Prosciutto had the perfect balance of sweet and savory (and the balsamic vinegar added a sour kick), tortellino was creamy but the burrata cheese was subtle enough that it wasn't too heavy, lamb had just enough Marsala wine to have that distinct flavor but not too much to be overpowering to the meat, and the pannacotta... light milky flavor plus salted caramel plus candies nuts... can I say ""perfect balance"" another time in this review??",Teatro,"177 Tremont St Boston, MA 02111"
4,"As intended by the name of the restaurant, I had dinner with a group of five here before a show at the Boston Opera House. I loved the cozy atmosphere, our waiter's peppy personality, and the fact that you can order half portions of the pasta (which are actually just the right amount of food for dinner if you add a side).My rigatoni bolognese with a side of garlic spinach was delicious, and my friend Molly said the tortellini with burrata and basil was the best she'd ever had. We also had a few lovely glasses of rosÃ©, which our waiter was kind enough to let us photograph.I wish that I could give Teatro 5 stars, but we sat down to dinner at 5:30, and barely made it on time to our 7:30 show just down the street. After we all put in our credit cards to pay the bill, 5, 10 and 15 minutes passed with no word from our waiter. When we flagged another staff member, they said the credit card machines were down. Another ten minutes passed before we were given carbon copies to sign.Our growing frustration could have been averted by a little communication upfront; then we would have paid cash and not had to rush to get seated before the curtain. As it is, I'm bummed about this bump in an otherwise excellent dining experience.",Teatro,"177 Tremont St Boston, MA 02111"
4,What a great Italian restaurant. Went there for dinner and we made a reservation on open table. We had the octopus ($13) and I highly recommend it. I ordered the linguini ($15) and it was delicious but it was a little bit too al dente. The small portion is enough unless you are really really hungry.,Teatro,"177 Tremont St Boston, MA 02111"
4,"The food here was great, and I loved the atmosphere. It was comfortable, with dim mood lighting, and a somewhat rustic feel. It could be a nice place for a date, but I took away a star for the abysmal service. I don't know if all the servers were having a bad day or what, but I had to put on my jacket halfway through my dinner from the frosty attitudes. Aside from the subpar service, everything else was wonderful.",Teatro,"177 Tremont St Boston, MA 02111"
5,"Didn't expect such high caliber food in the theatre district! Â Fresh and imaginative dishes -of course home made pasta is wonderful. I had the scallops which I can't say enough about. The layers of flavors-pea shoots, mushrooms and this amazing lemony parsnip purÃ©e. Heavan! Â Service was excellent as well. Cant give any critique at all.",Teatro,"177 Tremont St Boston, MA 02111"
3,"Food was good. Â We ordered the Chicken Milanese, small plate of Linguine with Shrimp, the bolognese, and a tomato pizza.It took a while to get our drinks because the bar was busy...that's what we were told. Â Our food came out rather fast and it was very good. Â The atmosphere was a bit stuffy though and that was our initial impression which forced us to be weary of the place. Â Other than than that...no great shakes.",Teatro,"177 Tremont St Boston, MA 02111"
3,"My sister and I ate here before going to the AMC movie theater next door. Â It's a pretty small restaurant with quite a few tables crowded together.I was really looking forward to eating here but was disappointed. Â The meals were very expensive for the size and quality. Â They bring out bread with a dip (hummus I think?) but the bread was bland and the dip wasn't good. I enjoyed the burrata, but it's hard to believe that it's a serving for two people - you only get one piece of bread with it. We were shocked when we saw the beet salad (we didn't end up ordering it), but it was tiny and consisted of 4 pieces of beet with some garnish. Â My sister and I each ordered a half size of pasta dishes, which turns out are also tiny - the size of your bread plate. Â The gnocchi was made from ricotta so it sounded promising, but it definitely wasn't worth the price. Â The half size of the tortellini comes with TWO tortellini. Â They were very cheesy, good but not great.On the plus side, they have great service. Â Our waters were never empty and everyone was very attentive.I won't be coming back here. Â If you want Italian food, you're much better off in the North End where you actually get what you're paying for.",Teatro,"177 Tremont St Boston, MA 02111"
4,"A high-end Italian restaurant located just across the street from Boston Common on Tremont and just around the corner from the Opera House.We chose this spot for dinner before attending a Broadway musical at the opera house in large part due to its location. Â We were even more pleased by the outstanding service and fresh inventive menu and beautiful setting. Â I'd go back even if I weren't trying to go to the theatre.We arrived a bit early and were shown to a cozy corner table in the back of the restaurant where we could dine side by side-our favorite type of table. Â One of the nice things about the restaurant is the very large selection of quality wines by the glass. Â Like their sister restaurant Ostra, service was solid with water glasses kept full and fresh plates and silverware after each course. We enjoyed the fresh buratta with toasted bread and blistered tomatoes as a first course then we each chose a pasta-me the lobster and my wife the sausage orricetti-both outstanding. Â For desert, a mouse-like whipped chocolate that was light and tasty. A nice touch is the ability to order the pastas in either first course or entree sizes. Â In our case,?the first course sizes were plenty.Highly recommended for its service, flavor and hospitality.",Teatro,"177 Tremont St Boston, MA 02111"
4,"Went to Teatro on a Friday night for a friend's birthday.. the place was packed (tables were a bit too close with one another)!!! The menu offers a good selection of appetizers, pasta dishes, and a few entrees choices. I went with the foie gras meatballs and the Scallops. The meatballs were among the best I've ever had! They were super tender, well seasoned, and just melt in your mouth! I thought the scallop dish was just ok.. I liked the concept - the scallops were served with some roasted brussel sprouts, some fancy mushroom, butternut squash purÃ©e and a couple slices of prosciutto.. all sounds really good! However, the scallops themselves were not particularly large, fresh, or sweet and I've definitely had much better ones else where.Other people in my party seemed to all enjoyed their food very much - a few of them ordered the ""red meat"" (yes, that's the name of the dish on the menu), which is a HUGE ribeye. It looks really good and i think it's more than reasonable to be charged only $25 for it!There were a couple more items on the menu that I wanted to try, especially some of the pasta dish! Will be back soon :)",Teatro,"177 Tremont St Boston, MA 02111"
5,I really liked that place ! The food was great and the service was impeccable!! I would definitely come back there to have a nice dinner !,Teatro,"177 Tremont St Boston, MA 02111"
4,"My squash tortellini was great as was my boyfriend's spaghetti carbonara. The portions weren't huge, but I was still full.Prices are a bit hefty, but service is very quick. Not a place for a drawn out meal, but the food is awesome!!!",Teatro,"177 Tremont St Boston, MA 02111"
5,"Teatro is one of my favorite restaurants in Boston. Â It has a cozy feel to it, since it is just one dining room with tables close together, Â but that's how it is in Italy! It looks as though the restaurant is going through some cosmetic adjustments. The ceiling has been painted and there are now two huge, but beautiful chandeliers in the center of the dining room. Â The room may change, but the food is still remarkable. Â I brought my family before a movie one night and my mom could not stop raving about the mussels and the duck polenta. Â Since they have small dishes of pasta we got 4, the Gnocci, Orecchetti, Bolonese, and the linguini for everyone to taste and share. Lastly, Â we got the Prosciutto pizza and the Eggplant Rollitini. Our server, Â Kate, timed or meal perfectly and we didn't feel rushed with three courses. Â We also had time for a quick cappuccino pick me up before the show. My family loved every bite and it made for one memorable evening.",Teatro,"177 Tremont St Boston, MA 02111"
4,"I ordered the scallop dinner and I thought it was great. My husband had a pasta dish and thought the homemade pasta was cooked perfect and it was a tasty dish. The main entrees coupled with the good service is the reason for the 4 star rating. We ordered the meatballs as an appetizer and they were just okay, I was hoping for a little more flavor and I wouldn't order them again.",Teatro,"177 Tremont St Boston, MA 02111"
4,"Cool place in the heart of Boston!Definitely has the upscale vibe tied to it, so it's not a bad idea to dress up a tad bit! (Jeans + blazer look) My friend and I came here on a week night and ordered some exceptional pasta plates. The best part is that you can choose what portion you want. Small portions are the size of a bread plate, and the full options are dinner-sized. For starters, we were offered hummus and olive oil with delicious bread. We proceeded to have the Ravioli and Shrimp Linguini prior to dessert. All in all, a great location to come to for a quiet dinner!",Teatro,"177 Tremont St Boston, MA 02111"
5,"Dinner at Teatro was the perfect way to start out our long weekend in Boston! The wine selection is top notch and the vegetable appetizer platter was a great way to start the meal--with plenty of bread on the side. I ordered the half order of shrimp linguine (comes in a half and full order), which was flavorful and surprisingly very filling. I also tried some of the mushroom risotto, which was some of the best risotto I have ever had, at any restaurant. For dessert, our group split a few orders of the chocolate cake and berry panna cotta. The panna cotta was one of the best-prepared desserts I've had in a long time--the fruit was fresh and the texture was perfect. Looking forward to returning to Boston so we can come back to Teatro!",Teatro,"177 Tremont St Boston, MA 02111"
5,"I have been here so many times, I lost count. Whenever we have out of town guests, this is where we take them. The food is amazing. We always start with the antipasti platter and truffle fries. They used to have this amazing flank steak but replaced it, I've tried both and both are fantastic! Our favorite pastas are the bolognese and lobster shells. Â The panacotta and espressos are a great way to go",Teatro,"177 Tremont St Boston, MA 02111"
5,"Favorite italian restaurant in boston. This place has amazing appetizers and entrees. I recommend any of their pastas, beef carpaccio, and tiramisu. I've tried one of their other desserts, which was some sort of pear soaked in wine, but if you like sweet dessert, I would recommend the tiramisu. Or, head down the street for some famous cannolis. The interior is cozy, but quite upscale. The service is always spectacular, all the servers are attentive throughout the meal, and explain all of the dishes professionally. The restaurant itself is quite small, so I would recommend making a reservation in advance. Also, to my knowledge, they had a corkage fee of $30-35 if you bring your own wine bottle.",Mamma Maria,"3 N Square Boston, MA 02113"
